id,uniqueId,language,discipline,type,difficulty,question,optionA,optionB,optionC,optionD,correct,sourceUrl,sourceExcerpt
2212759c-72c4-4155-acd1-0ce444678672,2212759c-72c4-4155-acd1-0ce444678672,English,Animation,True/False,Intermediate,"When using Animation Layers, you can modify existing Animation Sequences as part of Additive Layer Tracks.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/animation-blueprints-in-unreal-engine,Animation Layer Editing allows you to modify any existing Animation Sequences inside Unreal Engine as part of Additive Layer Tracks.
221db616-b480-48e1-9b25-0263f827559e,221db616-b480-48e1-9b25-0263f827559e,English,Worldbuilding,True/False,Expert,"World Composition is fully compatible with World Partition, allowing you to seamlessly combine both systems for managing extremely large open worlds.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/world-partition-in-unreal-engine,"World Partition is intended as a replacement for World Composition, and the two systems are not designed to be used together."
22206fc1-9133-4655-81a8-e5ab160dd0f9,22206fc1-9133-4655-81a8-e5ab160dd0f9,English,Game Dev,True/False,Hard,The **AIController** automatically handles network replication of AI decisions and actions to all clients in a multiplayer game.,TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/ai-controller-in-unreal-engine,Network replication of AI decisions must be manually implemented within the AIController and Behavior Tree.
22275e21-2478-4685-bc4c-c2e0ee6bd68f,22275e21-2478-4685-bc4c-c2e0ee6bd68f,English,VFX,True/False,Medium,Scratch Pad modules in Niagara are global modules that can be accessed and modified from any Niagara System in the project.,TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/niagara-scratch-pad-modules-in-unreal-engine,Scratch pad modules are local Niagara modules that can be authored using visual scripting graphs. There are two asset types that support the creation of Scratch Pad Modules: Niagara emitters and Niagara systems. The modules are limited in scope to the system or emitter they
2267de67-0345-48f6-b0fd-e284ac47bab4,2267de67-0345-48f6-b0fd-e284ac47bab4,English,Animation,Multiple Choice,Intermediate,Your character's weapon firing animation needs to override the base locomotion. How do you set this up?,Use Animation Layer Editing with Additive Layer Tracks to modify the existing animation.,Create a new Animation Montage and play it on top of the base animation.,Modify the base locomotion animation directly.,Use a Blend Space to blend between the locomotion and firing animations.,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/animation-blueprints-in-unreal-engine,Animation Layer Editing allows you to modify any existing Animation Sequences inside Unreal Engine as part of Additive Layer Tracks.
226c2dec-2327-46e8-89c4-6e720a27405d,226c2dec-2327-46e8-89c4-6e720a27405d,English,Programming,Multiple Choice,Easy,You need to trigger a function in another Actor when a specific event occurs. Which mechanism is most suitable?,Use a Delegate to bind the function and execute it when the event occurs.,Directly call the function on the other Actor.,Use a Timer to periodically check for the event.,Implement a custom interface for communication.,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/event-dispatchers-in-event-dispatchers-and-delegates-quick-start,Delegates can call methods in Actor class Blueprints in a type-safe way. A delegate can be bound dynamically to form a communication where one Actor triggers an event on another Actor that is listening to be notified for that event.
229ae63f-1d7b-4cf1-b3e5-b812e18db620,229ae63f-1d7b-4cf1-b3e5-b812e18db620,English,VFX,True/False,Hard,"When using Niagara's Particle Attribute Reader, enabling 'Requires Persistent IDs' on the emitter is not necessary for reading unique particle attributes.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/events-and-event-handlers-in-niagara-effects-for-unreal-engine,"In order to use events, make sure to enable Requires Persistent IDs in the Emitter Properties of your emitters."
22a226a2-1088-406b-ae5f-70e1f12ed57c,22a226a2-1088-406b-ae5f-70e1f12ed57c,English,Tech Art,True/False,Easy,Enabling Nanite on a mesh will automatically disable traditional LODs for that mesh on platforms that support Nanite.,TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/nanite-virtualized-geometry-in-unreal-engine,"Nanite for static meshes uses no LODs, scaling dynamically the number of polygons they use based on the resolution of the screen being used."
22b4f08c-157d-43d0-bc38-5e246a88e1ab,22b4f08c-157d-43d0-bc38-5e246a88e1ab,English,Game Dev,True/False,Beginner,"In a Behavior Tree, a 'Service' node can only be used to execute code at the beginning of a branch.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/behavior-trees-in-unreal-engine,Services can execute code at regular intervals while the branch is active.
22b860f4-2997-4bd8-9671-22b1a63b8ff8,22b860f4-2997-4bd8-9671-22b1a63b8ff8,English,Game Dev,True/False,Intermediate,"When using the 'Print String' node in the Event Graph for debugging, the text will only appear in the Output Log and not on the game screen unless 'Print to Screen' is enabled.",TRUE,FALSE,,,A,,"The Print String node, by default, only outputs to the Output Log. 'Print to Screen' must be enabled to display the text on the game viewport."
22bab1a9-759b-4af6-9822-dfc73ce0b4f2,22bab1a9-759b-4af6-9822-dfc73ce0b4f2,English,Programming,True/False,Easy,"If a UObject is referenced directly or indirectly by the Root Set of objects, it will not be garbage collected.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/memory-management-garbage-collection-in-unreal-engine-5-updated,whatever UObject instance is referenced directly or indirectly by the Root Set of objects.
22cf65cf-9b54-4e56-991d-995b1db87e84,22cf65cf-9b54-4e56-991d-995b1db87e84,English,Animation,Multiple Choice,Beginner,What is the primary function of a Blend Space?,To smoothly transition between animations based on input values.,To store static mesh data.,To define character movement speed.,To create complex particle effects.,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/skeletal-mesh-animation-system-in-unreal-engine,Blend Spaces enable blending between multiple animations based on input parameters.
22d68f41-6d73-4b45-9f8c-d43750b52ad4,22d68f41-6d73-4b45-9f8c-d43750b52ad4,English,Programming,Multiple Choice,Easy,A replicated struct contains a `TArray`. How can you efficiently serialize changes to this array over the network?,Implement `NetDeltaSerialize` within the struct to customize the serialization process.,Mark the `TArray` with the `UPROPERTY(Replicated)` macro.,Disable replication for the struct to prevent unnecessary data transfer.,"Use `NetSerialize` on the struct, which automatically handles `TArray` delta serialization.",A,https://dev.epicgames.com/documentation/en-us/unreal-engine/networking-and-multiplayer-in-unreal-engine,"When you declare a USTRUCT in Unreal Engine you can add a NetSerialize method which is part of the Unreal Engine struct trait system. If you define this method, the engine will use it while serializing and deserializing your struct for networking both during properties replication and RPC."
22eb84ee-5195-45e7-97c7-caf69e410f3a,22eb84ee-5195-45e7-97c7-caf69e410f3a,English,Programming,Multiple Choice,Medium,You need to send data from the server to a specific client without replicating it to all clients. What's the correct approach?,Use a Unreliable Server RPC.,Use a Replicated Using variable.,Use a Reliable Client RPC.,Use a standard replicated variable.,C,https://dev.epicgames.com/documentation/en-us/unreal-engine/networking-for-unreal-engine,Client Remote Procedure Calls (RPCs) are functions that are executed on the client. They are called by the server and executed on a specific client.
2311f371-d77b-41d0-8311-eb12cbce6678,2311f371-d77b-41d0-8311-eb12cbce6678,English,Tech Art,True/False,Medium,"Setting a high 'LOD Bias' value on a texture will increase its memory usage, as it forces the engine to load higher resolution mipmaps.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/textures-in-unreal-engine,"The LOD Bias setting lets you globally adjust the mipmap level used for a Texture. A higher value results in a blurrier Texture, but it will be rendered faster and use less memory."
23309a4e-2df2-4518-96c3-87f222ef9e1f,23309a4e-2df2-4518-96c3-87f222ef9e1f,English,Animation,Multiple Choice,Expert,"After retargeting animations, some bones are misaligned. What is the best way to fix this?",Re-import the skeletal meshes with different scaling factors,Adjust the Translation Retargeting settings for individual bones in the Retarget Manager,Modify the animation sequences directly in the Animation Editor,Change the 'Global Scale' in the World Settings,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/animation-retargeting-in-unreal-engine,"Another tool you can use as part of your Animation Retargeting efforts is the Retarget Manager which allows you to: Manage Retarget Source assets - useful for when you have different proportional meshes per skeleton, you can use this setting to indicate if a particular animation is from a different source."
23501e4f-31a5-42b3-b61a-68fd99a783fd,23501e4f-31a5-42b3-b61a-68fd99a783fd,English,Animation,True/False,Intermediate,"In Sequencer, the 'Loop Indefinitely' option for a Level Sequence Actor will cause the sequence to play once and then stop.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/sequencer-cinematic-editor-unreal-engine,Loop options for the sequence. Don't Loop will cause the sequence to play once and finish. Loop Indefinitely will cause the sequence to loop forever.
2353a98b-39d8-4f28-89d3-eae2c8eb2165,2353a98b-39d8-4f28-89d3-eae2c8eb2165,English,VFX,True/False,Hard,"In Niagara, Data Interfaces can only read data from the CPU and cannot be used to sample data directly from GPU resources like textures.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/niagara-data-channels,Niagara Data Channels are a system for communication between Niagara Systems and with game code/Blueprint.
2355bc81-4989-4813-b132-e1a0923c8760,2355bc81-4989-4813-b132-e1a0923c8760,English,Programming,True/False,Easy,The `GENERATED_UCLASS_BODY()` macro is optional within a class declared with the `UCLASS()` macro.,TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/unreal-property-system-reflection,"The GENERATED_UCLASS_BODY() / GENERATED_USTRUCT_BODY() macros are required in reflected classes or structs, as they inject additional functions and typedefs into the class body."
235ba490-2a38-40dc-9493-00418949742d,235ba490-2a38-40dc-9493-00418949742d,English,Look Dev,True/False,Easy,"If 'Temporal Upsampling' is disabled in Project Settings, the rendering chain for Temporal Anti-Aliasing will use the Spatial Upscaler for primary Screen Percentage.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/anti-aliasing-and-upscaling-in-unreal-engine,"To simplify the process of migrating projects from Unreal Engine 4 to Unreal Engine 5, Temporal Upsampling can be disabled to use the Spatial Upscaler for primary Screen Percentage. To do so, in the UE5 Project Settings under Engine > Rendering > Default Settings, disable the Temporal Upsampling setting."
2373ab85-bbac-43aa-8dc2-bd0ca21c96a2,2373ab85-bbac-43aa-8dc2-bd0ca21c96a2,English,Look Dev,Multiple Choice,Medium,A landscape material needs more detail. How can you add displacement using Nanite?,Enable tessellation in the material and adjust the displacement settings.,Increase the landscape's overall scale.,Apply a post-process volume with a displacement shader.,Use a parallax occlusion mapping material.,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/nanite-virtualized-geometry-in-unreal-engine,"Nanite Tessellation builds on the capabilities of Nanite by enabling high-density, three-dimensional expression without relying solely on complex models."
23b79e92-d371-4890-976a-19ed4385b3f3,23b79e92-d371-4890-976a-19ed4385b3f3,English,Tech Art,Multiple Choice,Medium,Your game exceeds the memory budget on mobile. What texture setting should you adjust?,Mip Gen Settings,Texture Group,LOD Bias,Maximum Texture Size,D,https://dev.epicgames.com/documentation/en-us/unreal-engine/texture-settings-in-unreal-engine,The Maximum Texture Size property limits the maximum size of the texture that will be used at runtime.
23bb55f9-e689-4986-882a-e0b92b54605c,23bb55f9-e689-4986-882a-e0b92b54605c,English,Game Dev,True/False,Intermediate,"If a Blueprint Class implements an Interface, and a parent class of that Blueprint also implements the same Interface, the child Blueprint must reimplement the Interface functions.",TRUE,FALSE,,,B,,"If a parent class implements an Interface, the child class inherits that implementation and does not need to reimplement the functions unless it needs to override the parent's behavior."
23effe5b-e738-4c05-871c-b1364aed3495,23effe5b-e738-4c05-871c-b1364aed3495,English,Worldbuilding,Multiple Choice,Medium,Your open-world game has performance issues in densely populated areas. You're using World Partition. How can you optimize the level loading and unloading to improve the frame rate in these areas? #WorldComposition,Disable World Partition in those areas.,Adjust the cell size in World Partition settings to better match the density of the populated areas.,Manually load and unload actors using Blueprint scripting.,Use World Composition instead of World Partition.,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/world-partition-in-unreal-engine,"World Composition relies on a world origin shifting feature which, when used with distance based level streaming, allows you to create worlds which are not limited to the WORLD_MAX constant value hard-coded into the engine."
2447a005-835b-46d3-ba4b-cc77c896f0de,2447a005-835b-46d3-ba4b-cc77c896f0de,English,Tech Art,Multiple Choice,Medium,"To enable faster iteration and collaboration, your team wants to share the Derived Data Cache (DDC) across multiple workstations. Which method is the MOST appropriate for configuring a network path for the DDC?",Set UE-SharedDataCachePath in system environment variables.,Use the Project Settings menu.,Edit the BaseEngine.ini file directly.,Configure the Swarm Agent settings.,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/using-derived-data-cache-in-unreal-engine,"Setting the environment variable for a DDC to None disables the DDC. In this case, you would set UE-SharedDataCachePath=None ."
245bfc45-5820-41af-b989-555f101a5d67,245bfc45-5820-41af-b989-555f101a5d67,English,VFX,True/False,Medium,"Scratch Pad modules, created within a Niagara System asset, can be used by any Emitters inside that specific system.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/niagara-scratch-pad-modules-in-unreal-engine,"If the Scratch Pad Module is made inside a Niagara System asset, it can be used on any Emitters inside that system."
246bd774-d024-4717-a2d0-8a120eb6d2e1,246bd774-d024-4717-a2d0-8a120eb6d2e1,English,Worldbuilding,True/False,Intermediate,"The PCG framework is designed to limit artists and designers, preventing them from building fast, iterative tools and content.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/procedural-content-generation-framework-in-unreal-engine,"PCG provides artists and designers the ability to build fast, iterative tools and content of any complexity ranging from asset utilities, such as buildings or biome generation, up to entire worlds."
2471e985-64cf-4348-8018-6d7130a5021a,2471e985-64cf-4348-8018-6d7130a5021a,English,Worldbuilding,True/False,Beginner,Data Layers are world-specific and cannot be reused across different projects.,TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/world-partition-data-layers-in-unreal-engine,Data Layer Assets are Unreal Engine assets you can create and view in the Content Browser. They exist at the project level and are not world specific.
249f358a-133a-4098-a38e-5841965d1055,249f358a-133a-4098-a38e-5841965d1055,English,Game Dev,True/False,Hard,"In the Gameplay Ability System, Gameplay Effects can only modify Attributes directly and cannot execute any other game logic.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/gameplay-ability-system-for-unreal-engine,Change Attributes with Gameplay Effects that provide a method to directly modify attribute values with your project's design. Gameplay Effects contain Gameplay Effect Components that determine how a Gameplay Effect behaves.
24acb246-3a71-4b91-972d-a58a0942255b,24acb246-3a71-4b91-972d-a58a0942255b,English,Look Dev,Multiple Choice,Easy,"In UE5, what is Substrate primarily used for?",Layered material authoring,Dynamic lighting,Physics simulations,AI behavior,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/unreal-engine-material-expressions-reference,"Substrate also streamlines the process of layering materials, making it easier to represent surfaces like liquid on metal, or a clear coat over subsurface scattering."
24ad52b2-8358-40ed-927c-985b07bdc65b,24ad52b2-8358-40ed-927c-985b07bdc65b,English,Game Dev,Multiple Choice,Beginner,"You want to store game-wide data, visible to all players. Which class is most suitable?",PlayerState,GameMode,GameState,PlayerController,C,https://dev.epicgames.com/documentation/en-us/unreal-engine/game-mode-and-game-state-in-unreal-engine,"In general, the GameState should track properties that change during gameplay and are relevant and visible to everyone."
24c3a8dc-2d58-4d6c-a4a2-b8ee3c81cbb9,24c3a8dc-2d58-4d6c-a4a2-b8ee3c81cbb9,English,Programming,True/False,Easy,"When creating a custom **UObject**, you must include the `GENERATED_BODY()` macro in the class declaration for Unreal Engine's reflection system to function correctly.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/uobjects-in-unreal-engine,All UObject classes must use the GENERATED_BODY() macro.
24cdfa02-5ef7-46d6-90a5-d378b1688dde,24cdfa02-5ef7-46d6-90a5-d378b1688dde,English,Game Dev,True/False,Beginner,"When using 'Cast To' nodes, the execution flow will always proceed through the top (valid) execution pin, regardless of whether the cast is successful.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/blueprints-visual-scripting-in-unreal-engine,"Casting Blueprint classes is a common communication type, in which you use a reference to an Actor class Blueprint and convert it to a different class. If this conversion is successful, then you can use Direct Blueprint communication to access its information and functionality."
24cefce8-dead-4b6e-a17e-bfdfc40f73ce,24cefce8-dead-4b6e-a17e-bfdfc40f73ce,English,Tech Art,Multiple Choice,Hard,"A gameplay programmer needs to implement a complex animation sequence triggered by a player interaction. The sequence involves multiple actions that must execute in a specific order across several frames, including delays and conditional branching. Which Blueprint node is MOST suitable for managing this type of sequential, frame-dependent execution?",A Timeline,A Looping Timer,Latent Actions,A Branch Node,C,https://dev.epicgames.com/documentation/en-us/unreal-engine/blueprint-best-practices-in-unreal-engine,"Latent functions do not execute immediately; instead, execution of the Action is spread out over multiple frames."
24cfffa1-c5af-4f04-8de0-ce722d6fc22c,24cfffa1-c5af-4f04-8de0-ce722d6fc22c,English,Tech Art,Multiple Choice,Hard,Your project's build times are increasing. What can you do to optimize the Derived Data Cache (DDC)?,Disable the DDC to force re-compilation every time.,Set up a shared DDC on a fast network drive for the team.,Increase the size of the local DDC on each machine.,Delete the DDC folder to free up disk space.,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/using-derived-data-cache-in-unreal-engine,This cache allows sharing of the cost to compile shaders and other operations. It's a must when working in a team to prevent hours of waiting when working locally.
24d075e3-eefe-4fad-80d3-26828afd6feb,24d075e3-eefe-4fad-80d3-26828afd6feb,English,Look Dev,True/False,Hard,"Using a high 'r.VolumetricFog.GridSize' value will always result in higher quality Volumetric Fog, even if the scene doesn't contain many volumetric effects.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/volumetric-fog-in-unreal-engine,"Increasing GridSize increases quality, but also increases cost, even if the effect is subtle."
24d08c64-73ee-4609-a6d9-ea96c2c3a998,24d08c64-73ee-4609-a6d9-ea96c2c3a998,English,Tech Art,Multiple Choice,Expert,A character's hair looks blocky and low-resolution. What could be the issue?,The hair shader is too complex.,"The groom asset's density is too low, or the AA settings are insufficient.",The hair is not using Nanite.,The hair is casting shadows incorrectly.,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/skeletal-mesh-animation-system-in-unreal-engine,Groom density and anti-aliasing settings significantly impact hair appearance.
24d8ddd9-1811-47dc-a0e8-f6b2917093a1,24d8ddd9-1811-47dc-a0e8-f6b2917093a1,English,Worldbuilding,True/False,Expert,"Landscape patches, used for procedural modification of landscape heightmaps and weightmaps, can be manipulated by sculpting or painting directly on the patch edit layer.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/landscape-patch-system,"This edit layer type is entirely procedural, so you cannot sculpt or paint on a layer using conventional landscape tools. The only way to manipulate patches is through the standard viewport and the scene outliner."
24d926e5-9a13-4a8b-854d-87f558587a42,24d926e5-9a13-4a8b-854d-87f558587a42,English,Animation,True/False,Expert,"When using layered Montages, the 'Override Asset' blend mode will always completely replace the base animation, ignoring any bone weights or additive settings from the base animation.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/animation-montages-in-unreal-engine,"Override Asset will completely replace the base animation with the montage, ignoring any bone weights or additive settings."
2506a2e8-ee9f-4bea-866a-b489e0f11647,2506a2e8-ee9f-4bea-866a-b489e0f11647,English,Tech Art,True/False,Intermediate,"When using Nanite on a static mesh, is it still necessary to consider and potentially configure Level of Detail (LOD) settings for optimal performance across various distances and screen sizes?",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/nanite-virtualized-geometry-in-unreal-engine,"Nanite virtualized geometry gives you film-quality assets with massive amounts of geometric detail. Directly import film-quality source art comprised of millions or billions of polygons and place it directly into Unreal Engine. Nanite geometry is streamed and scaled in real time so there are no more polygon count budgets, polygon memory budgets, or draw call counts; there is no need to bake details to normal maps or manually author LODs."
250d6712-a95b-4a89-98a3-dd951c3b37bf,250d6712-a95b-4a89-98a3-dd951c3b37bf,English,Look Dev,True/False,Medium,"In Unreal Engine, DBuffer decals are enabled by default in the Project Settings for all Unreal Engine 5 projects and are considered the default method of decal application.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/decal-materials-in-unreal-engine,DBuffer Decals are enabled by default in the Project Settings for all Unreal Engine 5 projects and are considered the default method of decal application.
250e8572-ae44-4b71-9566-1939dd6e9deb,250e8572-ae44-4b71-9566-1939dd6e9deb,English,VFX,Multiple Choice,Hard,"In Niagara, where do you create a scratch pad module to affect only emitters in that system?",In the Content Browser,Inside a Niagara System asset,In the Material Editor,In the Plugin Manager,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/niagara-scratch-pad-modules-in-unreal-engine,"If the Scratch Pad Module is made inside a Niagara System asset, it can be used on any Emitters inside that system."
251711b4-2b63-47db-b870-d354b61bec20,251711b4-2b63-47db-b870-d354b61bec20,English,Tech Art,Multiple Choice,Medium,You need to ensure consistent texture density across different sized objects. What should you adjust?,Mip LOD Bias,Texture Group,Texel Density,Virtual Texture Tile Size,C,https://dev.epicgames.com/documentation/en-us/unreal-engine/optimizing-rendering-for-real-time-in-unreal-engine,"While they can increase fidelity, there are diminishing returns to texture size given the screen resolution and viewing angle of the texture."
25277e45-bcf8-4529-813c-bb9a5f42224a,25277e45-bcf8-4529-813c-bb9a5f42224a,English,Game Dev,True/False,Hard,"In StateTree, the Context Actor Class dropdown automatically binds the variable to the Context Actor in the StateTree.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/statetree-in-unreal-engine,StateTree is a general-purpose hierarchical state machine that combines the Selectors from behavior trees with States and Transitions from state machines.
254eac57-092f-4313-80be-4a0cbb61610d,254eac57-092f-4313-80be-4a0cbb61610d,English,Look Dev,Multiple Choice,Hard,Your art director complains that transparent objects shimmer during camera movement. Which setting most directly reduces this artifact? ,Increase the 'r.TSR.History.ScreenPercentage' to 200.,Enable 'Separate Translucency' and adjust 'TSR.ForceSeparateTranslucency'.,Disable Temporal AA and switch to FXAA.,Lower the 'PostProcessAAQuality' to 0.,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/temporal-super-resolution-in-unreal-engine,"There is a known issue where the BaseScalabililty.ini with low effects quality would set r.SeparateTranslucency to 0, making TSR ghost on translucencies in the scene. To get around this, you can use r. TSR. ForceSeparateTranslucency to force enable the separate translucency pass whenever using TSR."
257fff7a-c3b0-4011-88f0-dca85f7e3614,257fff7a-c3b0-4011-88f0-dca85f7e3614,English,Programming,Multiple Choice,Medium,A new programmer asks how to handle player session creation in a dedicated server environment. Which approach is most aligned with Unreal Engine's online subsystem?,Directly manipulate socket connections and manage player data in a custom data structure.,"Use the IOnlineSession interface to create and manage sessions, setting properties for discoverability.",Rely solely on the game instance to handle session management without using the online subsystem.,Implement a custom HTTP server to handle session requests and player authentication.,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/online-services-in-unreal-engine,"The Online Services Session Interface handles the creation, destruction, and management of online game sessions."
25840576-796c-48e1-b78e-8753a93f09b4,25840576-796c-48e1-b78e-8753a93f09b4,English,Worldbuilding,Multiple Choice,Hard,You are using Data Layers to manage different versions of a level. How do you ensure that only the actors in the 'Day' Data Layer are loaded at runtime?,Set the 'Day' Data Layer Instance to 'Runtime' and ensure other layers are 'Editor'.,Manually load and unload actors using Blueprint scripting.,Use Level Streaming instead of Data Layers.,Set the 'Visible' property to false on the other Data Layers.,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/world-partition-data-layers-in-unreal-engine,"Data Layer Assets are set to one of two different types, Editor or Runtime. You can use Editor Data Layers to keep your assets organized within your project."
25a98b18-b04c-4a0c-931c-f7604a194bba,25a98b18-b04c-4a0c-931c-f7604a194bba,English,Look Dev,True/False,Easy,"To disable auto-exposure in UE5, you must set both the Min and Max Brightness values in the Post Process Volume to 0.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/making-camera-exposure-settings,"Logarithmic adjustment for the exposure. Only used if a tonemapper is specified. 0: no adjustment, -1:2x darker, -2:4x darker, 1:2x brighter, 2:4x brighter,"
25ae6618-bbba-4cde-bdb0-a6278652a3ba,25ae6618-bbba-4cde-bdb0-a6278652a3ba,English,Tech Art,Multiple Choice,Hard,A level has many identical building blocks. Draw calls are high. How do you reduce draw calls?,Use Dynamic Instancing with r.MeshDrawCommands.DynamicInstancing set to 1.,Use Instanced Static Meshes (ISM) instead of individual Static Meshes.,Merge all meshes into a single Static Mesh using the Actor Merge tool.,Enable Nanite on all Static Meshes.,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/rendering/instanced-static-mesh,"Instanced Static Meshes (ISMs) are a way to efficiently render multiple copies of the same Static Mesh. They are particularly useful for rendering large numbers of identical objects, such as trees, rocks, or buildings."
25be201d-e0c2-49ee-bf5d-23358d0c558b,25be201d-e0c2-49ee-bf5d-23358d0c558b,English,Game Dev,True/False,Medium,"State Trees use data binding to pass data within the tree, which can be used to create conditions or configure Tasks to run, accessing data passed into the State Tree or between nodes.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/state-tree-in-unreal-engine,"State Trees use data binding to pass data within the tree. The data binding can be used to create conditions, or to configure Tasks to run. The data binding can access data passed into the State Tree, or between the nodes in a specific manner."
25d9b07e-7797-4508-a6a9-c14555db11a8,25d9b07e-7797-4508-a6a9-c14555db11a8,English,Worldbuilding,Multiple Choice,Intermediate,Your level is too big for one level file. What should you use?,World Partition,Level Streaming,World Composition,Data Layers,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/level-streaming-in-unreal-engine,The Level Streaming feature makes it possible to load and unload map files into memory as well as toggle their visibility during play.
25e0ac86-7d96-45ca-b3e1-22914392379b,25e0ac86-7d96-45ca-b3e1-22914392379b,English,Programming,True/False,Hard,"In Unreal Engine's **Replication Graph**, actors that are always relevant are added to the 'Always Relevant' graph, which bypasses distance checks and ensures they are replicated to all clients regardless of their location.",TRUE,FALSE,,,A,https://dev.epicgames.com/documentation/en-us/unreal-engine/replication-graph,Actors in the Always Relevant graph are replicated to all clients.
25f6b0d4-4e6b-4ea1-8bd3-0c96a4aa6128,25f6b0d4-4e6b-4ea1-8bd3-0c96a4aa6128,English,Tech Art,True/False,Easy,"When using Pixel Streaming, VP8/VP9 software encoders typically introduce less latency than hardware-accelerated H.264 encoders.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/stream-tuning-guide,The VP8 / VP9 software encoders can introduce more latency than the hardware accelerated H. 264 encoders.
264cac77-953b-4fab-a859-3e23cfeb5db5,264cac77-953b-4fab-a859-3e23cfeb5db5,English,Look Dev,True/False,Medium,"When using Virtual Shadow Maps, Distance Field Shadows are completely replaced and cannot be used in conjunction with VSMs for Directional Lights.",TRUE,FALSE,,,B,https://dev.epicgames.com/documentation/en-us/unreal-engine/virtual-shadow-maps-in-unreal-engine,"Distance Field Shadows are not replaced, and can be used in tandem with Virtual Shadow Maps for Directional Lights."
266c6211-a561-42a2-a678-c90e3dc9430d,266c6211-a561-42a2-a678-c90e3dc9430d,English,VFX,Multiple Choice,Medium,You are using Ribbon rendering in Niagara. The ribbon is not smooth. How do you fix this?,Increase the particle count and decrease particle lifetime.,Increase the ' камеры field of view'.,Increase the 'Ribbon Width' and enable 'Smooth tangents'.,Disable motion blur on the Niagara System.,C,,NiagaraRendererRibbons renders an FNiagaraEmitterInstance as a ribbon connecting all particles in order by particle age.
267a8596-bc34-454d-bc2e-76bb03a75633,267a8596-bc34-454d-bc2e-76bb03a75633,English,Animation,Multiple Choice,Beginner,Which tool is used to create custom rigs for characters?,Animation Montage,Skeletal Mesh Editor,Control Rig,Material Editor,C,https://dev.epicgames.com/documentation/en-us/unreal-engine/control-rig-in-unreal-engine,Control Rig contains various features and tools to create unique rigs for characters of all shapes and sizes.
